;idade;perfil;renda_sm;ticket_medio
1463;20;b;4.2;119.82
1464;27;b;3.0;144.93
1465;39;a;1.8;284.42
1466;25;c;5.1;98.56
1467;30;c;4.2;98.38
1468;26;c;6.3;87.66
1469;22;c;5.7;130.59
1470;24;b;3.3;121.79
1471;31;b;3.9;153.05
1472;20;b;5.4;172.22
1473;26;c;5.4;114.85
1474;38;c;7.2;153.02
1475;23;b;3.3;231.3
1476;38;c;6.6;108.87
1477;33;c;6.9;106.0
1478;25;b;4.2;121.98
1479;28;c;7.5;87.86
1480;33;b;3.9;146.14
1481;25;b;5.4;156.45
1482;34;b;3.3;170.54
1483;24;b;4.2;181.58
1484;34;b;4.5;176.39
1485;32;c;4.8;100.59
1486;26;c;7.2;116.89
1487;26;c;6.6;109.04
1488;34;c;5.1;107.08
1489;38;c;5.1;98.29
1490;31;c;6.0;122.15
1491;23;a;1.2;317.12
1492;27;c;6.3;145.57
1493;30;c;6.9;121.75
1494;38;c;7.2;108.0
1495;33;c;7.2;101.4
1496;24;b;4.5;124.08
1497;33;c;6.0;131.94
1498;32;c;5.4;125.45
1499;33;a;0.9;242.42
1500;26;c;5.4;115.53
1501;30;b;3.3;109.37
1502;26;b;4.8;136.46
1503;33;b;3.6;129.0
1504;28;c;4.5;140.85
1505;31;c;4.8;150.0
1506;29;c;4.8;120.14
1507;30;c;6.9;111.73
1508;29;c;7.5;119.75
1509;29;b;3.6;206.21
1510;23;b;5.4;167.08
1511;26;c;7.2;138.06
1512;30;c;7.5;130.0
1513;23;b;3.9;144.18
1514;29;c;7.2;114.02
1515;29;c;6.3;122.9
1516;34;c;6.6;143.37
1517;25;c;5.7;97.17
1518;33;c;6.6;152.88
1519;26;b;4.8;135.4
1520;20;b;4.2;149.19
1521;31;c;4.5;123.89
1522;33;b;4.8;147.0
1523;28;c;5.7;117.17
1524;24;b;4.8;180.63
1525;23;b;5.1;190.82
1526;27;b;3.3;167.87
1527;25;c;5.4;132.34
1528;29;c;7.5;114.39
1529;28;b;5.1;139.76
1530;31;c;7.2;143.36
1531;23;b;4.2;107.9
1532;20;b;3.6;140.44
1533;27;c;7.2;113.71
1534;34;c;6.3;116.97
1535;27;b;3.9;117.16
1536;31;c;7.5;89.83
1537;34;c;6.0;106.88
1538;33;c;7.2;119.46
1539;36;c;4.5;106.36
1540;31;c;6.3;140.9
1541;36;c;4.2;102.48
1542;23;b;4.8;147.05
1543;36;c;4.5;132.0
1544;25;c;7.2;90.65
1545;30;a;1.8;356.0
1546;35;a;0.3;412.15
1547;32;b;5.1;163.38
1548;25;c;5.7;119.44
1549;27;c;5.1;112.78
1550;34;b;3.9;158.24
1551;29;c;4.8;116.12
1552;32;c;4.8;136.81
1553;30;b;4.2;143.6
1554;27;c;4.5;116.23
1555;29;c;4.2;123.72
1556;31;b;4.2;140.02
1557;31;c;6.0;139.02
1558;33;c;7.5;121.37
1559;36;c;7.5;123.09
1560;22;b;3.3;151.15
1561;22;c;6.3;117.39
1562;29;c;5.7;118.11
1563;30;c;7.2;117.98
1564;33;c;4.8;89.75
1565;34;c;7.2;101.79
1566;26;b;4.8;143.35
1567;36;a;1.8;373.31
1568;26;b;3.9;133.63
1569;30;c;5.4;156.87
1570;29;c;6.0;150.7
1571;38;c;4.2;97.15
1572;32;c;6.3;95.0
1573;27;c;6.6;113.95
1574;31;c;7.5;120.42
1575;34;a;0.9;546.3
1576;29;b;4.5;149.34
1577;29;c;4.8;99.38
1578;24;b;3.0;136.45
1579;32;c;4.8;125.19
1580;23;b;3.3;140.76
1581;23;b;4.5;210.7
1582;36;a;1.5;379.25
1583;33;c;6.6;111.52
1584;33;b;5.1;165.42
1585;31;b;4.2;138.95
1586;34;c;5.1;107.35
1587;25;b;3.3;195.88
1588;32;c;5.1;138.9
1589;29;a;0.6;506.0
1590;29;b;3.3;142.49
1591;27;c;6.3;84.74
1592;22;b;5.1;126.2
1593;32;c;6.0;119.75
1594;36;c;4.5;93.33
1595;23;b;3.3;175.76
1596;34;c;5.4;132.05
1597;32;c;5.1;118.5
1598;26;c;4.8;91.73
1599;26;c;5.4;131.98
1600;36;c;4.2;140.7
1601;28;b;4.2;124.65
1602;25;c;6.3;93.15
1603;30;c;7.5;134.61
1604;32;c;6.0;115.24
1605;32;c;7.2;110.53
1606;29;b;5.1;147.55
1607;27;c;4.8;110.39
1608;32;c;5.4;90.25
1609;30;c;4.5;113.49
1610;36;c;5.1;112.89
1611;37;a;0.6;454.5
1612;26;c;6.6;125.18
1613;23;b;3.3;173.18
1614;28;c;6.0;106.39
1615;30;c;4.8;119.86
1616;22;b;3.0;130.28
1617;22;b;4.8;137.44
1618;22;c;4.5;117.33
1619;28;c;4.2;112.79
1620;33;b;4.8;155.19
1621;27;c;5.4;122.62
1622;32;c;4.5;133.03
1623;28;c;5.1;97.22
1624;30;c;5.4;140.67
1625;34;c;6.9;171.73
1626;27;b;3.3;152.98
1627;28;c;4.8;87.38
1628;36;c;5.7;110.59
1629;32;b;4.8;163.98
1630;28;c;7.2;110.02
1631;22;b;3.9;155.21
1632;24;b;4.5;158.4
1633;36;c;6.0;151.81
1634;36;c;6.0;148.06
1635;36;c;5.4;96.83
1636;23;b;5.4;142.14
1637;38;c;4.8;152.04
1638;34;c;5.1;125.53
1639;34;c;7.2;106.44
1640;38;c;6.3;90.15
1641;31;c;6.6;101.0
1642;42;a;0.9;426.67
1643;34;b;3.6;120.67
1644;27;b;5.4;143.89
1645;31;b;4.2;141.2
1646;31;c;7.2;159.9
1647;26;b;3.6;137.57
1648;40;a;1.5;418.82
1649;32;b;3.9;125.4
1650;32;c;7.2;118.19
1651;26;b;4.5;161.68
1652;30;c;4.5;136.65
1653;23;b;3.3;145.56
1654;41;a;1.8;365.0
1655;36;a;0.9;333.44
1656;32;b;3.6;173.58
1657;25;b;3.0;157.27
1658;26;b;3.0;112.65
1659;28;c;7.2;126.48
1660;26;b;4.8;130.69
1661;31;c;4.2;114.64
1662;29;c;5.4;111.33
1663;29;b;3.0;122.22
1664;34;c;6.9;108.64
1665;27;b;3.0;150.67
1666;32;b;3.3;102.98
1667;30;b;3.3;129.78
1668;22;b;3.3;140.89
1669;28;b;4.8;156.74
1670;29;c;7.2;121.84
1671;32;c;7.2;117.1
1672;31;b;3.9;141.84
1673;25;c;5.4;104.55
1674;31;b;3.3;149.22
1675;26;c;5.1;97.77
1676;25;b;4.8;119.77
1677;23;a;1.5;279.0
1678;38;c;6.6;101.17
1679;22;b;3.0;121.52
1680;23;a;0.6;265.84
1681;25;c;7.5;104.3
1682;25;c;7.5;116.49
1683;20;b;4.8;104.94
1684;28;c;6.9;150.51
1685;30;c;6.9;98.28
1686;38;c;5.7;108.44
1687;41;a;1.2;360.92
1688;27;c;4.5;134.47
1689;34;c;6.0;110.66
1690;25;b;3.9;142.43
1691;26;c;7.2;80.34
1692;28;b;5.1;121.76
1693;36;c;6.0;172.44
1694;32;c;4.5;137.59
1695;30;c;7.2;138.33
1696;32;b;3.6;157.16
1697;25;c;6.3;87.02
1698;28;b;3.6;123.96
1699;22;b;5.1;137.43
1700;24;b;4.5;154.27
1701;33;c;5.1;84.86
1702;32;b;5.1;168.34
1703;36;c;4.8;125.06
1704;20;b;4.5;128.37
1705;32;c;4.5;106.31
1706;34;b;4.8;149.82
1707;22;b;5.4;171.47
1708;25;b;4.5;137.38
1709;22;c;4.5;111.15
1710;28;b;4.5;152.54
1711;25;c;5.4;116.1
1712;26;c;7.5;99.12
1713;23;b;5.4;150.7
1714;20;b;4.2;146.02
1715;34;c;6.9;96.59
1716;22;b;4.5;169.69
1717;28;b;3.9;159.82
1718;36;c;4.5;88.45
1719;26;b;5.4;149.96
1720;34;a;1.5;246.37
1721;38;a;1.2;290.4
1722;29;c;4.5;116.61
1723;25;c;5.7;139.13
1724;35;a;1.8;488.0
1725;35;a;1.8;466.18
1726;34;b;5.1;203.5
1727;27;c;5.7;101.45
1728;41;a;1.5;426.33
1729;29;c;6.0;114.36
1730;22;c;6.3;116.52
1731;36;c;5.7;127.48
1732;23;b;4.5;136.53
1733;24;b;4.2;101.42
1734;38;c;6.9;114.19
1735;33;b;3.6;176.7
1736;31;a;0.6;291.27
1737;27;c;4.5;122.17
1738;23;a;0.3;450.36
1739;33;c;6.3;155.75
1740;30;c;7.2;95.37
1741;27;c;4.2;113.58
1742;31;c;5.4;100.25
1743;33;b;3.6;127.6
1744;22;c;7.2;132.27
1745;22;b;4.5;154.66
1746;41;a;0.3;454.0
1747;33;a;0.6;342.14
1748;27;c;6.3;93.63
1749;33;c;6.6;137.88
1750;22;b;3.9;149.53
1751;36;c;7.2;103.02
1752;29;b;3.6;150.83
1753;32;c;4.5;136.76
1754;36;c;6.0;124.81
1755;20;b;3.3;152.65
1756;20;b;3.0;101.94
1757;30;c;4.8;134.88
1758;30;b;3.0;135.84
1759;33;c;4.8;137.92
1760;31;b;4.5;178.63
1761;38;c;6.6;126.25
1762;38;c;5.1;142.92
1763;31;c;6.3;86.71
1764;34;c;5.1;129.83
1765;33;c;7.2;121.79
1766;37;a;0.6;315.56
1767;26;c;6.3;103.04
1768;29;b;4.2;155.02
1769;34;c;6.6;103.18
1770;35;a;0.9;572.1
1771;40;a;1.8;385.69
1772;30;b;4.2;193.28
1773;31;c;4.2;104.1
1774;25;b;3.0;182.93
1775;29;c;6.9;110.09
1776;34;c;6.6;99.33
1777;23;b;5.4;168.07
1778;34;b;3.9;150.57
1779;28;c;6.6;150.14
1780;30;c;6.6;111.47
1781;28;c;5.4;93.89
1782;22;c;7.5;129.16
1783;34;b;3.3;157.32
1784;28;c;6.6;89.94
1785;32;b;3.0;125.23
1786;23;a;0.6;503.18
1787;32;c;7.5;108.45
1788;30;c;6.9;98.41
1789;22;c;6.6;119.11
1790;37;a;1.8;275.94
1791;32;c;5.1;95.98
1792;26;c;7.5;94.4
1793;30;b;5.1;144.85
1794;30;c;6.9;124.02
1795;28;b;4.5;183.37
1796;34;c;4.8;118.67
1797;32;b;5.1;185.56
1798;25;c;7.2;73.42
1799;39;a;1.8;343.13
1800;25;b;4.2;112.48
1801;31;c;5.7;106.36
1802;32;c;6.6;133.71
1803;33;c;4.5;138.2
1804;31;c;6.9;82.93
1805;38;c;4.5;147.73
1806;25;c;6.3;117.44
1807;33;c;5.4;111.93
1808;22;c;4.8;105.96
1809;31;b;3.6;124.38
1810;25;b;4.5;114.95
1811;38;a;1.2;326.36
1812;23;a;0.6;339.38
1813;31;b;4.2;168.35
1814;33;c;5.1;113.69
1815;22;c;5.1;114.68
1816;34;c;5.4;148.04
1817;30;b;4.5;144.51
1818;25;c;6.3;121.41
1819;20;b;3.9;108.91
1820;25;c;6.0;109.66
1821;33;c;5.4;153.26
1822;31;c;6.9;114.98
1823;31;c;6.9;122.8
1824;32;c;6.6;142.6
1825;22;b;4.8;172.84
1826;34;c;4.5;138.22
1827;41;a;0.3;300.2
1828;34;c;7.5;122.35
1829;31;b;3.6;136.27
1830;34;c;6.9;143.1
1831;31;c;5.1;122.72
1832;34;b;4.2;98.55
1833;34;c;4.5;114.67
1834;27;b;3.3;181.21
1835;27;b;4.5;151.9
1836;26;c;6.0;102.19
1837;22;c;6.3;105.88
1838;40;a;0.6;397.64
1839;20;b;5.1;142.67
1840;26;c;6.3;106.43
1841;29;c;7.5;97.62
1842;32;c;7.5;118.9
1843;28;c;5.7;97.05
1844;29;a;0.3;315.44
1845;26;c;7.5;127.61
1846;33;b;3.9;111.59
1847;33;c;5.1;143.9
1848;33;b;3.9;133.75
1849;34;c;5.1;139.4
1850;34;b;4.8;152.74
1851;28;b;4.5;177.67
1852;28;c;7.5;119.54
1853;29;b;3.6;190.3
1854;33;b;4.2;121.86
1855;27;b;5.4;144.17
1856;23;b;5.4;158.52
1857;23;b;5.4;139.06
1858;29;b;5.1;151.44
1859;34;c;6.0;161.44
1860;33;c;7.5;114.53
1861;22;b;3.3;137.7
1862;22;b;5.1;152.73
1863;26;c;6.3;113.74
1864;39;a;1.5;263.37
1865;32;c;6.9;106.61
1866;25;c;4.2;91.06
1867;31;c;5.4;103.96
1868;33;c;5.1;108.84
1869;25;c;6.6;165.02
1870;36;c;7.2;114.23
1871;22;c;5.7;84.9
1872;34;c;4.5;139.35
1873;26;c;4.5;108.36
1874;32;c;7.5;139.05
1875;30;b;4.2;123.9
1876;30;c;5.7;100.53
1877;27;c;5.4;126.48
1878;33;b;3.3;163.31
1879;32;c;5.4;120.61
1880;29;b;4.2;132.82
1881;29;c;6.9;99.88
1882;33;b;3.0;159.91
1883;22;c;5.1;99.3
1884;34;c;7.2;131.72
1885;31;c;7.2;109.64
1886;26;c;5.4;103.55
1887;25;b;5.1;150.44
1888;26;c;6.9;107.26
1889;29;b;3.3;135.2
1890;22;c;6.3;115.52
1891;28;c;5.7;127.38
1892;26;c;6.6;127.98
1893;38;c;5.7;133.13
1894;31;c;4.5;104.3
1895;26;c;4.5;119.21
1896;31;c;4.8;136.3
1897;33;c;5.4;143.71
1898;40;a;0.6;477.92
1899;31;c;6.0;123.34
1900;32;c;6.9;135.06
1901;30;c;6.3;121.6
1902;27;b;3.0;156.2
1903;36;c;6.6;98.43
1904;33;a;1.2;349.8
1905;22;b;3.9;178.54
1906;23;b;5.1;202.52
1907;33;b;4.8;156.18
1908;26;b;4.2;161.71
1909;22;c;4.5;89.38
1910;33;c;6.9;99.92
1911;27;c;7.2;88.04
1912;29;c;6.6;128.95
1913;34;c;6.0;113.73
1914;27;b;4.8;143.88
1915;31;b;4.8;157.28
1916;32;b;3.6;185.95
1917;20;b;3.6;188.32
1918;31;c;6.3;118.58
1919;27;b;3.9;196.88
1920;33;b;3.3;144.91
1921;26;c;6.3;104.55
1922;23;b;3.6;121.98
1923;31;c;5.7;117.81
1924;38;a;1.8;346.38
1925;29;a;1.2;302.69
1926;38;c;4.5;81.39
1927;22;c;6.9;142.54
1928;30;b;3.3;143.42
1929;36;c;4.8;161.16
1930;28;b;3.3;116.24
1931;36;c;7.2;121.94
1932;33;c;5.4;108.49
1933;34;b;3.9;138.41
1934;29;c;5.1;93.42
1935;30;c;5.1;114.57
1936;31;c;6.6;95.17
1937;25;b;4.5;171.85
1938;36;c;5.7;129.04
1939;31;b;5.4;193.43
1940;32;c;5.1;141.76
1941;26;c;5.4;104.19
1942;33;c;5.1;105.52
1943;36;c;6.3;128.31
1944;25;c;6.9;128.73
1945;33;c;6.9;87.97
1946;29;b;3.6;165.92
1947;28;b;5.4;167.93
1948;42;a;1.8;331.54
1949;28;b;5.1;197.54
1950;36;c;7.5;130.16
1951;32;b;3.0;140.12
1952;26;c;5.7;161.78
1953;26;c;6.0;119.71
1954;22;c;4.8;85.24
1955;27;c;6.3;130.08
1956;28;b;5.4;146.81
1957;22;c;4.5;105.15
1958;30;b;3.6;167.37
1959;27;b;5.1;156.53
1960;34;b;3.0;177.97
1961;25;c;5.7;129.19
1962;32;b;4.5;154.32
1963;35;a;1.5;464.0
1964;31;c;6.9;131.53
1965;28;c;6.9;132.55
1966;38;c;5.7;161.49
1967;32;c;4.8;134.89
1968;27;c;7.2;147.04
1969;33;c;5.4;95.0
1970;32;c;7.2;114.4
1971;34;c;4.8;136.67
1972;29;c;7.5;105.31
1973;34;c;7.2;157.9
1974;22;c;6.6;128.43
1975;34;c;5.7;114.89
1976;28;b;4.2;120.58
1977;33;c;4.8;126.95
1978;31;c;4.8;124.3
1979;26;c;5.4;100.58
1980;24;b;4.5;117.05
1981;38;c;6.0;130.51
1982;34;a;0.6;385.93
1983;20;b;5.4;143.34
1984;22;b;5.1;135.56
1985;20;b;3.6;110.26
1986;33;c;6.0;162.02
1987;29;c;5.4;132.26
1988;28;b;3.6;124.34
1989;36;c;4.5;135.43
1990;38;c;5.1;124.71
1991;27;b;3.6;204.7
1992;22;b;4.8;146.31
1993;20;b;3.6;226.3
1994;31;b;3.0;170.32
1995;31;c;5.4;90.46
1996;25;c;5.7;112.03
1997;28;b;3.3;154.72
1998;31;b;4.5;194.39
1999;28;c;6.0;118.11
2000;20;b;3.6;159.64
2001;33;b;3.0;140.02
2002;31;c;5.1;141.45
2003;42;a;1.8;318.06
2004;30;b;4.2;138.27
2005;28;c;6.6;144.53
2006;31;c;4.8;151.27
2007;28;c;6.6;86.23
2008;36;c;5.1;98.57
2009;27;c;4.8;101.85
2010;31;c;4.2;105.4
2011;22;c;6.9;108.7
2012;25;c;5.4;116.22
2013;32;b;5.1;163.72
2014;22;c;7.2;110.44
2015;36;c;7.2;120.68
2016;31;c;5.1;91.79
2017;34;b;3.3;181.13
2018;26;c;6.9;162.37
2019;33;b;3.9;123.59
2020;25;b;4.5;129.95
2021;34;c;5.7;93.78
2022;28;b;4.5;150.41
2023;22;b;3.0;157.54
2024;25;b;4.8;155.91
2025;28;b;3.9;118.05
2026;33;c;5.4;128.31
2027;29;a;1.5;303.69
2028;32;c;7.5;138.93
2029;32;b;3.9;158.87
2030;27;c;4.2;117.51
2031;25;c;6.0;145.0
2032;20;b;4.5;199.86
2033;33;b;5.4;150.86
2034;31;b;3.0;108.48
2035;25;b;5.1;168.76
2036;28;c;4.5;123.07
2037;34;c;4.5;113.38
2038;31;c;5.4;129.72
2039;40;a;1.8;308.67
2040;38;c;7.2;103.58
2041;29;c;5.4;140.44
2042;30;c;6.3;97.12
2043;38;c;6.6;109.04
2044;27;b;5.1;150.02
2045;24;b;5.4;155.64
2046;32;b;4.5;146.79
2047;30;b;5.4;202.5
2048;31;c;7.5;89.11
2049;24;b;3.3;135.96
2050;36;a;1.8;306.94
2051;24;b;3.6;130.93
2052;28;b;4.8;142.09
2053;31;b;4.2;142.03
2054;30;c;6.6;115.31
2055;32;c;5.4;111.39
2056;33;c;6.6;103.81
2057;26;b;3.3;109.41
2058;34;b;3.9;129.56
2059;32;c;5.1;74.74
2060;32;a;0.9;307.36
2061;33;b;5.1;148.95
2062;25;b;4.8;136.79
2063;27;c;4.2;123.1
2064;34;a;0.9;398.58
2065;23;b;3.0;137.16
2066;38;c;6.9;121.32
2067;29;c;5.4;123.73
2068;34;c;5.4;129.97
2069;38;c;5.4;122.08
2070;26;c;7.2;118.55
2071;32;b;4.2;170.42
2072;27;b;4.5;149.41
2073;38;c;6.0;155.98
2074;30;c;5.4;100.61
2075;32;a;1.8;515.4
2076;34;b;5.1;184.63
2077;33;c;5.4;132.12
2078;28;c;7.5;140.42
2079;32;b;3.6;150.79
2080;32;c;5.1;93.75
2081;34;c;5.1;98.14
2082;28;c;5.1;99.86
2083;25;c;5.7;145.16
2084;22;c;4.8;127.59
2085;22;c;7.5;138.42
2086;28;b;3.3;161.3
2087;25;b;3.3;143.84
2088;34;c;4.5;121.35
2089;31;b;4.5;177.15
2090;25;b;4.2;135.08
2091;22;b;4.5;159.71
2092;34;c;5.4;130.69
2093;32;b;3.9;235.87
2094;22;b;5.4;121.79
2095;36;c;6.9;121.74
2096;26;c;5.7;127.82
2097;29;c;6.9;93.45
2098;28;c;5.7;136.79
2099;29;b;4.2;147.02
2100;37;a;1.2;274.88
2101;34;c;6.6;105.39
2102;36;c;5.7;135.67
2103;33;b;4.2;206.27
2104;22;b;3.6;155.13
2105;25;c;5.7;110.94
2106;25;c;6.9;130.44
2107;28;c;6.9;141.61
2108;25;c;5.7;133.44
2109;26;b;3.0;168.06
2110;25;b;4.2;156.54
2111;27;c;5.7;110.26
2112;34;b;3.9;147.93
2113;31;c;7.2;85.02
2114;22;b;4.2;138.36
2115;36;c;6.0;128.57
2116;24;b;3.9;170.8
2117;27;c;5.1;94.42
2118;29;b;3.3;116.34
2119;22;b;5.4;125.02
2120;36;c;5.1;98.2
2121;33;b;4.2;129.4
2122;29;b;3.9;138.3
2123;23;a;1.5;571.9
2124;32;c;6.0;118.02
2125;27;c;6.9;161.22
2126;24;b;3.9;155.58
2127;29;b;3.9;145.3
2128;29;c;7.2;91.61
2129;25;c;6.3;100.92
2130;25;b;4.5;178.67
2131;26;c;6.6;100.23
2132;33;c;7.2;138.27
2133;32;b;4.8;221.07
2134;33;b;4.2;126.9
2135;31;c;7.2;129.08
2136;26;b;5.1;172.37
2137;28;c;5.7;93.09
2138;26;b;5.4;177.02
2139;20;b;4.2;144.08
2140;34;c;5.7;119.84
2141;32;b;3.3;164.21
2142;41;a;1.8;443.0
2143;25;c;6.6;121.79
2144;26;b;4.8;130.62
2145;41;a;1.5;296.6
2146;29;c;4.2;103.39
2147;29;b;4.5;144.36
2148;44;a;0.9;447.1
2149;30;a;0.3;539.2
2150;35;a;0.6;490.67
2151;29;a;0.9;288.06
2152;25;c;5.4;112.48
2153;31;c;7.5;171.13
2154;33;c;4.2;112.88
2155;38;c;6.3;119.53
2156;31;c;6.0;119.58
2157;28;b;4.8;139.8
2158;27;c;4.8;114.67
2159;31;b;5.4;169.74
2160;36;c;4.8;114.38
2161;28;c;4.5;124.59
2162;32;c;6.3;129.03
2163;33;b;3.6;136.24
2164;38;c;5.1;121.23
2165;31;c;4.5;132.37
2166;25;b;5.4;168.44
2167;27;b;3.3;124.43
2168;29;c;7.2;121.98
2169;33;c;4.5;102.35
2170;30;c;6.6;102.6
2171;40;a;0.9;291.29
2172;29;a;0.6;269.0
2173;33;b;5.4;174.43
2174;34;c;6.3;156.71
2175;29;a;1.8;401.18
2176;27;b;4.2;142.0
2177;30;c;5.4;105.34
2178;22;c;7.2;127.88
2179;31;b;4.2;177.95
2180;20;b;4.2;136.85
2181;28;c;5.4;106.6
2182;32;b;3.6;152.28
2183;22;c;5.7;96.53
2184;20;b;3.9;173.53
2185;27;c;7.2;125.07
2186;30;b;3.0;165.07
2187;30;c;5.4;139.22
2188;29;a;0.6;387.83
2189;30;c;6.0;108.75
2190;38;c;4.5;140.92
2191;22;c;6.9;119.88
2192;26;c;6.0;99.98
2193;33;c;6.6;118.92
2194;26;b;3.9;99.24
2195;23;b;4.8;155.17
2196;36;c;6.0;114.51
2197;26;c;5.4;105.08
2198;28;c;6.9;123.1
2199;22;c;6.0;120.02
2200;24;b;4.8;159.71
2201;35;a;0.6;414.07
2202;25;b;5.4;186.76
2203;20;b;3.0;191.06
2204;26;c;6.9;133.39
2205;36;c;4.5;111.07
2206;33;a;0.9;340.71
2207;24;b;3.0;132.74
2208;30;c;5.1;112.28
2209;37;a;0.3;343.25
2210;41;a;1.8;346.31
2211;25;c;5.7;126.68
2212;37;a;0.9;292.79
2213;30;b;3.3;136.16
2214;38;a;0.9;365.31
2215;31;b;3.6;155.74
2216;38;c;6.0;123.23
2217;36;c;4.5;115.01
2218;39;a;1.2;378.83
2219;27;b;3.3;150.3
2220;34;b;4.5;149.23
2221;38;c;4.2;106.41
2222;24;b;3.9;172.28
2223;33;c;4.5;101.63
2224;34;c;7.2;121.4
2225;29;c;6.9;113.4
2226;31;c;7.5;89.9
2227;32;c;6.9;135.36
2228;32;a;1.8;264.79
2229;22;c;4.5;108.79
2230;28;c;4.2;113.76
2231;33;c;6.6;98.84
2232;38;c;6.6;144.92
2233;27;b;5.1;163.65
2234;39;a;0.9;324.12
2235;32;b;3.3;158.75
2236;34;a;0.3;310.62
2237;38;c;6.3;84.98
2238;32;b;4.5;155.86
2239;28;c;6.0;112.76
2240;31;c;5.1;146.22
2241;32;c;6.9;101.03
2242;29;c;4.5;143.23
2243;22;c;5.4;113.23
2244;26;c;4.5;97.5
2245;38;c;6.0;143.78
2246;31;c;5.1;114.04
2247;34;c;5.7;108.94
2248;38;a;1.5;442.8
2249;27;b;4.5;143.88
2250;28;b;5.1;141.43
2251;36;c;6.6;93.52
2252;32;c;5.4;124.51
2253;33;b;3.3;130.93
2254;42;a;1.8;523.9
2255;30;c;4.8;122.25
2256;22;c;6.0;135.26
2257;22;b;5.1;122.88
2258;25;b;4.8;138.59
2259;32;c;4.5;98.3
2260;32;b;3.9;167.88
2261;30;b;4.2;198.1
2262;34;c;5.4;129.05
2263;22;c;4.8;101.9
2264;31;a;1.8;493.0
2265;23;a;0.9;294.0
2266;23;b;3.3;134.91
2267;27;c;6.9;110.67
2268;33;b;3.6;131.7
2269;22;b;5.4;152.81
2270;23;b;3.6;206.52
2271;33;c;7.2;90.15
2272;28;b;3.6;140.27
2273;27;b;3.3;160.9
2274;28;c;5.1;89.3
2275;38;c;4.2;152.33
2276;28;c;6.6;110.59
2277;20;b;3.3;120.9
2278;28;b;3.0;129.19
2279;31;c;5.4;116.7
2280;30;c;6.6;131.89
2281;41;a;0.3;491.25
2282;36;c;6.9;124.84
2283;27;c;5.1;114.35
2284;31;c;4.8;134.68
2285;32;c;4.5;112.67
2286;30;c;6.3;139.48
2287;38;c;4.2;117.37
2288;34;b;3.9;181.86
2289;27;c;6.3;103.52
2290;36;c;5.1;92.12
2291;32;c;4.2;111.38
2292;32;b;4.2;202.57
2293;30;c;4.8;122.67
2294;25;b;3.6;111.88
2295;29;b;3.3;128.06
2296;34;b;3.0;144.55
2297;32;b;3.6;145.46
2298;26;c;6.9;109.95
2299;25;c;6.6;151.56
2300;20;b;5.4;174.37
2301;25;b;5.1;129.84
2302;28;c;5.7;150.86
2303;37;a;1.8;333.53
2304;23;b;5.4;142.39
2305;34;a;0.6;354.38
2306;25;b;4.2;132.2
2307;34;c;5.4;126.95
2308;22;c;6.9;118.57
2309;29;c;5.4;103.31
2310;36;c;4.8;112.49
2311;28;b;3.0;124.29
2312;33;c;5.4;138.18
2313;36;c;6.0;121.44
2314;20;b;5.4;145.3
2315;31;b;3.9;140.7
2316;28;c;6.6;113.96
2317;31;c;7.2;110.22
2318;33;c;5.1;121.0
2319;22;b;3.3;155.45
2320;28;b;5.1;176.92
2321;32;c;6.9;155.0
2322;26;c;4.5;121.39
2323;32;c;6.9;114.58
2324;27;c;5.4;110.96
2325;22;b;4.8;149.16
2326;31;c;6.6;122.79
2327;30;b;3.9;141.75
2328;22;c;6.3;105.06
2329;25;b;4.2;162.8
2330;25;b;3.0;146.37
2331;34;c;4.5;97.69
2332;33;c;5.7;149.68
2333;34;c;6.6;140.26
2334;34;b;5.1;177.58
2335;26;c;6.6;112.59
2336;22;c;6.0;122.92
2337;24;b;3.9;111.82
2338;29;c;6.9;129.34
2339;29;b;5.1;160.97
2340;35;a;0.3;318.53
2341;28;c;6.3;84.41
2342;29;c;5.1;104.25
2343;22;c;6.9;115.16
2344;38;c;4.5;142.24
2345;32;c;4.5;117.94
2346;27;c;7.2;96.5
2347;31;c;4.5;105.12
2348;30;a;0.3;258.68
2349;31;c;6.3;89.29
2350;25;b;3.9;110.08
2351;25;b;3.3;164.6
2352;38;c;4.8;120.04
2353;32;c;6.9;99.0
2354;28;c;6.9;128.06
2355;27;b;4.2;150.38
2356;24;b;4.5;135.76
2357;31;c;6.9;155.14
2358;22;c;5.7;177.69
2359;31;c;7.5;103.8
2360;38;c;5.1;135.08
2361;31;c;7.5;130.46
2362;25;b;5.4;156.65
2363;30;c;6.9;170.07
2364;38;c;4.5;101.72
2365;22;c;6.0;110.57
2366;33;b;3.3;179.89
2367;32;b;4.2;124.4
2368;30;c;7.2;124.64
2369;27;b;5.4;188.6
2370;30;b;4.8;149.65
2371;28;c;4.5;142.09
2372;22;c;4.2;98.22
2373;32;c;6.0;108.83
2374;33;a;0.3;284.79
2375;25;c;5.4;123.59
2376;34;a;1.8;475.73
2377;36;c;6.6;159.21
2378;34;c;6.6;112.57
2379;36;c;7.5;126.25
2380;34;a;0.9;418.0
2381;26;c;4.8;113.21
2382;27;b;5.1;180.03
2383;35;a;1.5;314.71
2384;23;b;5.4;125.57
2385;38;c;6.0;124.98
2386;30;c;4.2;109.12
2387;36;c;7.5;97.33
2388;28;c;4.5;113.35
2389;44;a;0.9;386.58
2390;27;c;5.4;116.92
2391;23;b;3.9;165.42
2392;32;c;4.5;132.0
2393;36;c;5.4;161.6
