cliente;perfil;valor_total_ticket;idade;renda_sm;recorrencia
972;;6462;26;7.2;59
973;;6318;20;4.5;39
974;;6205;31;3.9;51
975;;5266;34;0.6;10
976;;7044;26;3.3;39
977;;5467;29;1.8;15
978;;5784;27;5.4;36
979;;6250;23;3.9;43
980;;6426;27;5.7;61
981;;6159;27;4.8;47
982;;6564;33;4.8;48
983;;5883;30;7.2;69
984;;6119;30;7.2;51
985;;7284;33;7.5;45
986;;6519;31;6.6;51
987;;6021;38;7.2;57
988;;6801;36;7.5;55
989;;7034;24;3.3;35
990;;6534;28;4.8;60
991;;6256;33;5.4;51
992;;7386;25;4.5;51
993;;5245;20;4.2;49
994;;5173;33;4.2;30
995;;6572;22;5.7;69
996;;7439;29;6;48
997;;5089;34;4.8;51
998;;7643;26;5.1;56
999;;5151;27;3.9;40
1000;;6011;26;5.4;33
1001;;5075;31;5.1;38
1002;;6568;36;5.4;57
1003;;5286;23;4.5;35
1004;;7691;22;5.1;57
1005;;5837;36;1.8;16
1006;;7980;22;5.1;54
1007;;6129;34;5.4;52
1008;;6769;33;4.2;47
1009;;5003;23;4.2;51
1010;;6903;26;7.2;50
1011;;4833;31;1.5;16
1012;;6552;29;6.6;63
1013;;6240;33;4.8;61
1014;;6011;30;3.3;48
1015;;5285;30;3.3;41
1016;;6854;36;6.6;54
1017;;7228;33;5.4;58
1018;;6584;34;3.6;35
1019;;6705;27;4.8;63
1020;;6196;29;4.2;33
1021;;6161;31;4.8;33
1022;;7753;36;4.5;52
1023;;5704;22;6;67
1024;;5602;33;3.6;45
1025;;7471;29;6.9;49
1026;;5501;26;4.5;46
1027;;6670;25;4.5;38
1028;;5768;24;4.5;38
1029;;6104;38;6.9;57
1030;;7760;27;6.3;61
1031;;5723;22;3.9;30
1032;;4995;25;5.1;37
1033;;5863;38;4.5;61
1034;;5775;27;6;61
1035;;5414;39;1.5;15
1036;;6951;26;6.3;58
1037;;5551;23;4.5;35
1038;;5949;32;6.3;51
1039;;6367;31;5.4;39
1040;;6798;25;4.2;30
1041;;4770;40;1.8;15
1042;;5445;23;3.3;46
1043;;6846;25;4.2;33
1044;;6303;32;4.8;39
1045;;7441;29;6.9;50
1046;;6495;29;5.4;53
1047;;6457;38;4.5;51
1048;;7260;34;6.9;59
1049;;7229;30;4.5;45
1050;;6584;23;3;38
1051;;4936;28;7.2;61
1052;;5861;34;5.4;57
1053;;5963;26;4.8;60
1054;;5439;23;5.4;35
1055;;6206;25;4.2;51
1056;;7486;27;6.3;51
1057;;7774;38;4.2;57
1058;;7052;27;3;48
1059;;5741;29;3;41
1060;;4967;27;3.3;36
1061;;6452;34;4.5;30
1062;;4998;33;3;44
1063;;6171;27;5.1;42
1064;;7418;31;4.8;63
1065;;5605;31;3.9;49
1066;;5582;30;5.1;36
1067;;7664;25;5.7;49
1068;;4939;28;7.2;49
1069;;6203;38;4.5;61
1070;;7192;38;6.6;61
1071;;5691;30;7.2;63
1072;;6494;22;5.7;54
1073;;6329;34;6.6;57
1074;;6397;32;4.5;40
1075;;4324;41;1.5;16
1076;;6809;22;6.9;49
1077;;6132;28;6.9;52
1078;;7757;26;4.5;54
1079;;5259;31;3.3;40
1080;;6821;26;3;41
1081;;6568;30;7.2;69
1082;;6967;32;4.2;44
1083;;6041;27;5.1;53
1084;;5504;31;3.6;49
1085;;6627;24;3.3;33
1086;;5773;22;4.2;53
1087;;7420;25;6;57
1088;;5821;24;3.3;30
1089;;6910;29;3;40
1090;;6851;38;7.2;60
1091;;5283;34;0.9;10
1092;;6547;36;6.9;57
1093;;6804;33;5.1;46
1094;;5686;33;5.4;53
1095;;6134;28;4.5;37
1096;;6907;28;5.1;50
1097;;7142;26;4.8;49
1098;;5979;36;7.2;63
1099;;5018;23;3.6;42
1100;;6007;31;5.7;69
1101;;6713;26;4.5;30
1102;;6477;30;5.1;55
1103;;6530;31;4.8;35
1104;;5431;35;1.2;15
1105;;6841;25;4.5;40
1106;;6433;27;5.1;44
1107;;5158;40;0.9;16
1108;;7443;28;4.5;58
1109;;6975;31;5.7;55
1110;;7301;27;6.6;69
1111;;5583;38;1.2;19
1112;;4577;44;1.5;14
1113;;5985;23;3.3;40
1114;;6637;24;4.5;30
1115;;6229;24;3.6;37
1116;;6601;24;3.6;42
1117;;6324;23;5.4;36
1118;;5876;33;4.2;63
1119;;6831;29;5.1;49
1120;;6157;27;3.9;37
1121;;7109;33;6.3;48
1122;;5944;28;6.9;50
1123;;7472;30;4.8;61
1124;;7287;31;4.5;59
1125;;7359;25;5.7;60
1126;;5693;29;6;50
1127;;6045;38;4.5;58
1128;;6565;26;5.1;39
1129;;6880;25;6.3;58
1130;;6977;28;5.1;47
1131;;6871;38;7.2;59
1132;;6371;28;4.5;39
1133;;6875;32;7.5;45
1134;;6006;22;7.5;55
1135;;7907;29;4.5;50
1136;;4985;25;4.5;64
1137;;7798;22;5.4;60
1138;;5839;34;3.9;42
1139;;5617;26;6.3;60
1140;;5767;30;6;45
1141;;6005;20;4.5;37
1142;;6530;34;5.4;48
1143;;6806;38;6.6;49
1144;;7269;26;6.9;69
1145;;5727;31;4.5;44
1146;;7911;38;6.9;59
1147;;4698;41;0.3;15
1148;;6938;33;5.7;48
1149;;6013;30;4.2;49
1150;;5753;30;3;33
1151;;5979;27;3.6;47
1152;;5591;26;3.6;43
1153;;4715;31;1.5;11
1154;;5877;23;3.6;42
1155;;4912;34;4.5;60
1156;;4449;36;0.6;16
1157;;5864;31;4.8;51
1158;;5655;26;4.2;51
1159;;7935;30;7.5;66
1160;;5951;25;4.8;57
1161;;5791;28;4.2;55
1162;;6750;36;5.1;58
1163;;7637;27;5.1;55
1164;;6405;32;4.8;58
1165;;5876;22;7.5;66
1166;;5928;22;5.4;38
1167;;7279;36;6.3;64
1168;;6395;28;5.1;46
1169;;6133;32;3.3;41
1170;;7428;28;5.4;64
1171;;6852;32;6.3;52
1172;;6093;27;5.1;42
1173;;5248;40;1.2;12
1174;;6452;30;5.4;36
1175;;6807;31;5.1;63
1176;;6712;36;6.6;66
1177;;7146;27;6.9;63
1178;;6955;29;5.4;36
1179;;5111;30;3.6;37
1180;;6365;20;3.6;48
1181;;7463;38;6.9;59
1182;;5187;22;3.6;36
1183;;6718;32;6.9;59
1184;;5890;38;4.2;61
1185;;6752;25;4.8;66
1186;;5903;30;7.2;63
1187;;5133;25;3;46
1188;;7286;30;6.3;64
1189;;5431;28;4.2;46
1190;;5083;22;4.8;46
1191;;4980;32;3.9;33
1192;;7957;32;5.7;58
1193;;6197;26;5.1;59
1194;;6959;27;7.2;52
1195;;5399;42;1.8;17
1196;;5717;24;5.4;46
1197;;7359;30;6.6;59
1198;;5713;28;3;49
1199;;6539;24;3;47
1200;;7907;29;6.6;50
1201;;5519;32;3.3;38
1202;;6347;30;5.7;59
1203;;7407;33;6.3;52
1204;;5526;33;3.6;43
1205;;6929;23;5.4;48
1206;;6834;32;6.9;56
1207;;4977;27;5.7;63
1208;;7608;27;4.2;53
1209;;4552;23;1.2;12
1210;;4976;29;1.5;13
1211;;5829;28;6.9;67
1212;;6112;29;7.2;55
1213;;7647;29;5.7;59
1214;;6409;34;6;57
1215;;7238;26;4.5;49
1216;;6113;22;4.2;49
1217;;7089;25;4.8;35
1218;;6655;32;3.6;49
1219;;5574;30;4.2;40
1220;;6617;24;4.8;50
1221;;5959;36;7.5;57
1222;;6443;33;5.1;63
1223;;6747;25;5.1;44
1224;;4889;32;1.5;13
1225;;6072;34;5.4;43
1226;;5497;22;3.6;42
1227;;7472;36;4.5;49
1228;;7928;30;5.1;69
1229;;4424;36;1.8;13
1230;;5982;38;5.1;45
1231;;6195;26;3;51
1232;;7490;33;4.2;64
1233;;6513;29;5.1;58
1234;;5776;32;7.2;59
1235;;5469;28;4.5;42
1236;;5172;30;5.4;42
1237;;5760;34;6.9;45
1238;;6030;38;5.7;63
1239;;7401;22;6;66
1240;;6452;36;5.4;54
1241;;6813;22;6;61
1242;;6711;36;4.2;59
1243;;6813;31;5.7;64
1244;;6674;29;3.3;48
1245;;6056;25;3.6;37
1246;;4801;31;1.2;10
1247;;5554;41;1.5;12
1248;;5919;38;4.2;60
1249;;6454;27;5.7;45
1250;;4928;30;1.8;14
1251;;6405;26;4.2;40
1252;;4922;26;6.6;58
1253;;7413;22;4.8;57
1254;;5069;26;4.5;50
1255;;6978;28;7.2;49
1256;;5702;25;4.2;50
1257;;5736;38;5.7;49
1258;;6195;26;4.2;39
1259;;6244;33;5.4;36
1260;;4864;32;0.3;13
1261;;6224;28;3.6;40
1262;;7099;27;4.8;50
1263;;5271;38;1.8;12
1264;;6947;32;6.3;56
1265;;7106;34;6.3;56
1266;;6816;27;6.9;56
1267;;5776;26;7.5;48
1268;;5088;27;5.4;30
1269;;5180;39;1.5;11
1270;;4324;29;1.5;14
1271;;7359;33;4.2;58
1272;;4914;22;4.8;55
1273;;5811;22;3.9;40
1274;;6145;28;4.5;33
1275;;6723;22;7.2;57
1276;;6903;31;5.1;67
1277;;7787;36;4.8;64
1278;;6089;30;5.4;67
1279;;5284;30;3.6;44
1280;;5839;32;6.6;63
1281;;6842;26;7.2;60
1282;;7091;24;4.5;43
1283;;7328;31;6.3;66
1284;;6610;29;3.3;45
1285;;6784;31;6.9;52
1286;;5421;33;5.4;50
1287;;6450;31;7.2;54
1288;;7082;31;3.9;40
1289;;4906;27;5.1;33
1290;;6287;20;3.6;39
1291;;6034;33;3.9;48
1292;;5065;28;3.9;49
1293;;7250;31;6;55
1294;;7298;32;4.2;60
1295;;4936;33;4.5;64
1296;;5577;22;5.1;42
1297;;5162;20;5.4;39
1298;;5697;38;5.4;58
1299;;4880;42;1.5;11
1300;;6554;22;3.6;35
1301;;6039;38;5.7;48
1302;;6539;26;6.3;59
1303;;4437;39;0.9;11
1304;;5432;22;5.1;43
1305;;6510;29;4.2;35
1306;;6313;32;4.5;45
1307;;7084;22;3.3;42
1308;;6459;31;6.3;69
1309;;7325;27;6.9;48
1310;;7132;25;6;67
1311;;5029;31;3;43
1312;;5144;30;4.2;50
1313;;5408;42;0.3;13
1314;;5902;30;4.5;50
1315;;6316;32;4.5;59
1316;;7420;30;6.3;49
1317;;7338;31;5.1;48
1318;;5073;22;3;37
1319;;5770;33;4.2;41
1320;;6008;26;5.7;63
1321;;5282;44;0.6;11
1322;;6233;29;4.5;66
1323;;6594;28;7.5;61
1324;;4633;38;1.8;13
1325;;6368;26;6;56
1326;;6720;34;7.2;64
1327;;5664;28;6.9;56
1328;;6776;32;6.6;45
1329;;6532;38;7.2;55
1330;;6027;22;6;45
1331;;6964;32;4.5;45
1332;;5556;24;5.1;33
1333;;5461;25;3;49
1334;;6476;26;4.5;46
1335;;6948;32;6.9;63
1336;;6978;38;5.4;64
1337;;6305;25;3.9;40
1338;;5611;38;7.5;45
1339;;5293;33;3;49
1340;;6905;34;3.6;44
1341;;5463;32;4.2;38
1342;;4493;38;1.2;16
1343;;4955;33;5.4;52
1344;;6543;30;6.3;60
1345;;6779;34;4.8;37
1346;;5245;27;3.3;36
1347;;5590;34;3;50
1348;;5193;32;5.1;45
1349;;4735;23;0.9;17
1350;;5174;41;0.9;12
1351;;5511;24;5.1;37
1352;;5259;41;1.2;14
1353;;6055;29;4.2;41
1354;;7224;27;5.7;55
1355;;7440;38;7.5;59
1356;;5618;29;5.4;39
1357;;6081;25;4.5;56
1358;;7493;34;6.3;67
1359;;6150;25;4.8;51
1360;;5267;42;1.2;11
1361;;6809;25;5.1;43
1362;;7249;32;6;60
1363;;7684;34;6;69
1364;;5922;27;4.8;66
1365;;4951;20;4.8;39
1366;;7142;33;4.2;57
1367;;6501;29;5.4;55
1368;;7137;36;5.1;49
1369;;6221;31;6.9;51
1370;;6817;27;4.2;37
1371;;5571;26;3.6;38
1372;;6402;33;3;41
1373;;5823;33;0.9;12
1374;;4841;30;1.5;15
1375;;6783;22;3;43
1376;;5062;31;4.8;36
1377;;5846;42;0.6;13
1378;;7169;33;5.1;51
1379;;6926;25;4.8;36
1380;;5757;27;3;51
1381;;4993;22;4.2;57
1382;;6270;31;7.5;56
1383;;5784;33;5.4;53
1384;;7662;28;5.4;54
1385;;6878;26;6;66
1386;;7633;29;6.6;50
1387;;5926;34;6.3;54
1388;;6323;25;7.5;64
1389;;7647;25;5.4;59
1390;;6027;28;4.5;59
1391;;5951;28;3.3;49
1392;;4955;36;5.4;57
1393;;7924;38;7.2;67
1394;;4920;28;3.9;51
1395;;6967;31;6;50
1396;;6362;23;4.8;49
1397;;6381;26;6;66
1398;;5889;29;7.2;58
1399;;5721;26;3.3;43
1400;;7397;38;6;58
1401;;7213;31;5.7;67
1402;;6059;30;7.5;54
1403;;7355;32;7.2;51
1404;;7368;31;6;57
1405;;6456;25;6.9;67
1406;;4650;42;0.9;10
1407;;6083;29;5.7;61
1408;;5921;25;4.5;61
1409;;6120;23;3;37
1410;;5639;26;5.1;48
1411;;6397;30;7.5;64
1412;;6501;27;3.6;33
1413;;6117;33;5.7;59
1414;;5075;30;5.4;44
1415;;5908;25;6.6;57
1416;;6536;38;4.5;55
1417;;6595;25;4.8;64
1418;;6558;25;5.4;55
1419;;5749;27;3.3;48
1420;;6761;33;3;49
1421;;6705;29;3.6;30
1422;;6758;32;4.2;50
1423;;7906;32;7.2;61
1424;;7410;26;7.5;59
1425;;5641;29;5.4;63
1426;;4987;41;0.9;15
1427;;4953;29;4.8;36
1428;;7973;28;7.2;50
1429;;6041;31;3;43
1430;;5719;26;5.7;51
1431;;5437;25;3.9;49
1432;;6278;32;4.5;46
1433;;6270;36;7.5;50
1434;;6137;29;4.8;58
1435;;4990;28;7.2;54
1436;;5556;23;3.6;41
1437;;6080;27;4.8;69
1438;;6743;20;3.9;43
1439;;7242;29;6;58
1440;;6482;20;4.5;41
1441;;5864;41;1.5;15
1442;;6556;23;4.2;44
1443;;5123;32;1.2;15
1444;;6227;27;4.5;57
1445;;6073;34;6.9;60
1446;;7964;28;4.5;55
1447;;6731;29;7.5;49
1448;;4917;31;0.9;16
1449;;6313;25;6.6;59
1450;;5682;25;6.6;54
1451;;7203;29;4.2;59
1452;;5631;22;7.5;51
1453;;5679;32;4.8;40
1454;;6517;31;6.6;67
1455;;6749;23;3.3;38
1456;;6048;36;5.4;55
1457;;5146;34;3.6;46
1458;;6365;26;4.8;49
1459;;5235;31;1.2;12
1460;;4996;26;4.5;38
1461;;6123;31;3.6;37
1462;;5411;33;3;33
1463;;5542;23;3;43
1464;;5871;20;4.2;49
1465;;5797;27;3;40
1466;;5404;39;1.8;19
1467;;6209;25;5.1;63
1468;;6001;30;4.2;61
1469;;5610;26;6.3;64
1470;;7705;22;5.7;59
1471;;5237;24;3.3;43
1472;;6734;31;3.9;44
1473;;6372;20;5.4;37
1474;;5513;26;5.4;48
1475;;7345;38;7.2;48
1476;;6939;23;3.3;30
1477;;6532;38;6.6;60
1478;;7102;33;6.9;67
1479;;6221;25;4.2;51
1480;;6062;28;7.5;69
1481;;5261;33;3.9;36
1482;;5945;25;5.4;38
1483;;6651;34;3.3;39
1484;;6537;24;4.2;36
1485;;6350;34;4.5;36
1486;;6438;32;4.8;64
1487;;7364;26;7.2;63
1488;;4907;26;6.6;45
1489;;5461;34;5.1;51
1490;;5701;38;5.1;58
1491;;6352;31;6;52
1492;;5391;23;1.2;17
1493;;7133;27;6.3;49
1494;;7183;30;6.9;59
1495;;6912;38;7.2;64
1496;;6084;33;7.2;60
1497;;6204;24;4.5;50
1498;;7125;33;6;54
1499;;5896;32;5.4;47
1500;;4606;33;0.9;19
1501;;5892;26;5.4;51
1502;;5578;30;3.3;51
1503;;7642;26;4.8;56
1504;;5934;33;3.6;46
1505;;6479;28;4.5;46
1506;;6750;31;4.8;45
1507;;5286;29;4.8;44
1508;;6257;30;6.9;56
1509;;7185;29;7.5;60
1510;;6805;29;3.6;33
1511;;6015;23;5.4;36
1512;;7317;26;7.2;53
1513;;7280;30;7.5;56
1514;;6344;23;3.9;44
1515;;6271;29;7.2;55
1516;;7128;29;6.3;58
1517;;7742;34;6.6;54
1518;;6122;25;5.7;63
1519;;7491;33;6.6;49
1520;;7718;26;4.8;57
1521;;7012;20;4.2;47
1522;;6938;31;4.5;56
1523;;6909;33;4.8;47
1524;;6796;28;5.7;58
1525;;6864;24;4.8;38
1526;;6297;23;5.1;33
1527;;6547;27;3.3;39
1528;;7676;25;5.4;58
1529;;6978;29;7.5;61
1530;;5171;28;5.1;37
1531;;7168;31;7.2;50
1532;;5287;23;4.2;49
1533;;5056;20;3.6;36
1534;;7164;27;7.2;63
1535;;6784;34;6.3;58
1536;;5858;27;3.9;50
1537;;5659;31;7.5;63
1538;;6092;34;6;57
1539;;5973;33;7.2;50
1540;;7126;36;4.5;67
1541;;7186;31;6.3;51
1542;;5739;36;4.2;56
1543;;5588;23;4.8;38
1544;;7128;36;4.5;54
1545;;5983;25;7.2;66
1546;;5340;30;1.8;15
1547;;5358;35;0.3;13
1548;;6045;32;5.1;37
1549;;6569;25;5.7;55
1550;;5639;27;5.1;50
1551;;6013;34;3.9;38
1552;;7432;29;4.8;64
1553;;7798;32;4.8;57
1554;;6749;30;4.2;47
1555;;6509;27;4.5;56
1556;;5691;29;4.2;46
1557;;7981;31;4.2;57
1558;;6256;31;6;45
1559;;5947;33;7.5;49
1560;;6524;36;7.5;53
1561;;6197;22;3.3;41
1562;;7748;22;6.3;66
1563;;6260;29;5.7;53
1564;;5663;30;7.2;48
1565;;6013;33;4.8;67
1566;;6209;34;7.2;61
1567;;5734;26;4.8;40
1568;;4853;36;1.8;13
1569;;5479;26;3.9;41
1570;;6118;30;5.4;39
1571;;7987;29;6;53
1572;;5732;38;4.2;59
1573;;5605;32;6.3;59
1574;;6837;27;6.6;60
1575;;6021;31;7.5;50
1576;;5463;34;0.9;10
1577;;7467;29;4.5;50
1578;;6062;29;4.8;61
1579;;5185;24;3;38
1580;;5884;32;4.8;47
1581;;6334;23;3.3;45
1582;;6953;23;4.5;33
1583;;4551;36;1.5;12
1584;;7695;33;6.6;69
1585;;6617;33;5.1;40
1586;;7781;31;4.2;56
1587;;5797;34;5.1;54
1588;;6464;25;3.3;33
1589;;5556;32;5.1;40
1590;;5060;29;0.6;10
1591;;5842;29;3.3;41
1592;;4915;27;6.3;58
1593;;6436;22;5.1;51
1594;;6107;32;6;51
1595;;5693;36;4.5;61
1596;;6679;23;3.3;38
1597;;7791;34;5.4;59
1598;;5688;32;5.1;48
1599;;5871;26;4.8;64
1600;;7787;26;5.4;59
1601;;7457;36;4.2;53
1602;;6108;28;4.2;49
1603;;6241;25;6.3;67
1604;;7673;30;7.5;57
1605;;5647;32;6;49
1606;;6411;32;7.2;58
1607;;6197;29;5.1;42
1608;;7396;27;4.8;67
1609;;5776;32;5.4;64
1610;;7604;30;4.5;67
1611;;6435;36;5.1;57
1612;;4545;37;0.6;10
1613;;6885;26;6.6;55
1614;;5715;23;3.3;33
1615;;6490;28;6;61
1616;;5993;30;4.8;50
1617;;6514;22;3;50
1618;;7147;22;4.8;52
1619;;5632;22;4.5;48
1620;;6316;28;4.2;56
1621;;6518;33;4.8;42
1622;;6499;27;5.4;53
1623;;4922;32;4.5;37
1624;;5833;28;5.1;60
1625;;5064;30;5.4;36
1626;;7728;34;6.9;45
1627;;6578;27;3.3;43
1628;;5767;28;4.8;66
1629;;7631;36;5.7;69
1630;;7379;32;4.8;45
1631;;6271;28;7.2;57
1632;;6519;22;3.9;42
1633;;6811;24;4.5;43
1634;;7287;36;6;48
1635;;7255;36;6;49
1636;;5810;36;5.4;60
1637;;5970;23;5.4;42
1638;;7602;38;4.8;50
1639;;7406;34;5.1;59
1640;;5748;34;7.2;54
1641;;4958;38;6.3;55
1642;;6060;31;6.6;60
1643;;5120;42;0.9;12
1644;;5189;34;3.6;43
1645;;6763;27;5.4;47
1646;;6354;31;4.2;45
1647;;7995;31;7.2;50
1648;;6466;26;3.6;47
1649;;4607;40;1.5;11
1650;;5643;32;3.9;45
1651;;7919;32;7.2;67
1652;;5982;26;4.5;37
1653;;5056;30;4.5;37
1654;;6550;23;3.3;45
1655;;5475;41;1.8;15
1656;;5335;36;0.9;16
1657;;6596;32;3.6;38
1658;;6448;25;3;41
1659;;5520;26;3;49
1660;;6830;28;7.2;54
1661;;6404;26;4.8;49
1662;;5732;31;4.2;50
1663;;6123;29;5.4;55
1664;;6111;29;3;50
1665;;7170;34;6.9;66
1666;;6328;27;3;42
1667;;5252;32;3.3;51
1668;;6359;30;3.3;49
1669;;6622;22;3.3;47
1670;;5956;28;4.8;38
1671;;6945;29;7.2;57
1672;;5738;32;7.2;49
1673;;6099;31;3.9;43
1674;;5123;25;5.4;49
1675;;5969;31;3.3;40
1676;;5866;26;5.1;60
1677;;5150;25;4.8;43
1678;;5301;23;1.5;19
1679;;6374;38;6.6;63
1680;;6076;22;3;50
1681;;5051;23;0.6;19
1682;;5841;25;7.5;56
1683;;5708;25;7.5;49
1684;;5142;20;4.8;49
1685;;7375;28;6.9;49
1686;;5897;30;6.9;60
1687;;6832;38;5.7;63
1688;;4331;41;1.2;12
1689;;5782;27;4.5;43
1690;;6750;34;6;61
1691;;5982;25;3.9;42
1692;;4901;26;7.2;61
1693;;5966;28;5.1;49
1694;;7760;36;6;45
1695;;6742;32;4.5;49
1696;;6225;30;7.2;45
1697;;6915;32;3.6;44
1698;;5743;25;6.3;66
1699;;5578;28;3.6;45
1700;;6734;22;5.1;49
1701;;6942;24;4.5;45
1702;;5855;33;5.1;69
1703;;5892;32;5.1;35
1704;;6753;36;4.8;54
1705;;5263;20;4.5;41
1706;;5847;32;4.5;55
1707;;4944;34;4.8;33
1708;;6516;22;5.4;38
1709;;7144;25;4.5;52
1710;;6113;22;4.5;55
1711;;5644;28;4.5;37
1712;;5689;25;5.4;49
1713;;5650;26;7.5;57
1714;;6028;23;5.4;40
1715;;6571;20;4.2;45
1716;;5892;34;6.9;61
1717;;6109;22;4.5;36
1718;;5274;28;3.9;33
1719;;5838;36;4.5;66
1720;;7648;26;5.4;51
1721;;4681;34;1.5;19
1722;;4356;38;1.2;15
1723;;7463;29;4.5;64
1724;;7235;25;5.7;52
1725;;5368;35;1.8;11
1726;;5128;35;1.8;11
1727;;6105;34;5.1;30
1728;;6797;27;5.7;67
1729;;5116;41;1.5;12
1730;;6976;29;6;61
1731;;7108;22;6.3;61
1732;;6119;36;5.7;48
1733;;6144;23;4.5;45
1734;;5071;24;4.2;50
1735;;7651;38;6.9;67
1736;;5831;33;3.6;33
1737;;4369;31;0.6;15
1738;;5009;27;4.5;41
1739;;4954;23;0.3;11
1740;;7943;33;6.3;51
1741;;5722;30;7.2;60
1742;;5679;27;4.2;50
1743;;6717;31;5.4;67
1744;;5742;33;3.6;45
1745;;7407;22;7.2;56
1746;;7733;22;4.5;50
1747;;5448;41;0.3;12
1748;;4790;33;0.6;14
1749;;5618;27;6.3;60
1750;;6894;33;6.6;50
1751;;6430;22;3.9;43
1752;;6181;36;7.2;60
1753;;7089;29;3.6;47
1754;;6975;32;4.5;51
1755;;7364;36;6;59
1756;;5648;20;3.3;37
1757;;4995;20;3;49
1758;;6474;30;4.8;48
1759;;6113;30;3;45
1760;;5241;33;4.8;38
1761;;6788;31;4.5;38
1762;;6060;38;6.6;48
1763;;7432;38;5.1;52
1764;;5983;31;6.3;69
1765;;6881;34;5.1;53
1766;;7429;33;7.2;61
1767;;5049;37;0.6;16
1768;;4946;26;6.3;48
1769;;6821;29;4.2;44
1770;;6294;34;6.6;61
1771;;5721;35;0.9;10
1772;;5014;40;1.8;13
1773;;6958;30;4.2;36
1774;;4997;31;4.2;48
1775;;5488;25;3;30
1776;;6165;29;6.9;56
1777;;6059;34;6.6;61
1778;;7059;23;5.4;42
1779;;5571;34;3.9;37
1780;;7657;28;6.6;51
1781;;6131;30;6.6;55
1782;;4976;28;5.4;53
1783;;6587;22;7.5;51
1784;;6450;34;3.3;41
1785;;6206;28;6.6;69
1786;;6011;32;3;48
1787;;5535;23;0.6;11
1788;;7266;32;7.5;67
1789;;6298;30;6.9;64
1790;;6313;22;6.6;53
1791;;4415;37;1.8;16
1792;;5759;32;5.1;60
1793;;6325;26;7.5;67
1794;;6953;30;5.1;48
1795;;6573;30;6.9;53
1796;;6968;28;4.5;38
1797;;5103;34;4.8;43
1798;;6680;32;5.1;36
1799;;4919;25;7.2;67
1800;;5147;39;1.8;15
1801;;5624;25;4.2;50
1802;;7126;31;5.7;67
1803;;6819;32;6.6;51
1804;;6219;33;4.5;45
1805;;5722;31;6.9;69
1806;;7239;38;4.5;49
1807;;5637;25;6.3;48
1808;;6156;33;5.4;55
1809;;5616;22;4.8;53
1810;;5846;31;3.6;47
1811;;6322;25;4.5;55
1812;;4569;38;1.2;14
1813;;5430;23;0.6;16
1814;;6734;31;4.2;40
1815;;6935;33;5.1;61
1816;;6537;22;5.1;57
1817;;7106;34;5.4;48
1818;;5636;30;4.5;39
1819;;5949;25;6.3;49
1820;;5119;20;3.9;47
1821;;7347;25;6;67
1822;;7050;33;5.4;46
1823;;6899;31;6.9;60
1824;;7491;31;6.9;61
1825;;7415;32;6.6;52
1826;;6395;22;4.8;37
1827;;7602;34;4.5;55
1828;;4503;41;0.3;15
1829;;6974;34;7.5;57
1830;;6541;31;3.6;48
1831;;7298;34;6.9;51
1832;;4909;31;5.1;40
1833;;6307;34;4.2;64
1834;;6192;34;4.5;54
1835;;5980;27;3.3;33
1836;;7291;27;4.5;48
1837;;5825;26;6;57
1838;;6776;22;6.3;64
1839;;4374;40;0.6;11
1840;;6991;20;5.1;49
1841;;7344;26;6.3;69
1842;;5857;29;7.5;60
1843;;7966;32;7.5;67
1844;;6211;28;5.7;64
1845;;5047;29;0.3;16
1846;;7274;26;7.5;57
1847;;5133;33;3.9;46
1848;;5612;33;5.1;39
1849;;6821;33;3.9;51
1850;;6273;34;5.1;45
1851;;7637;34;4.8;50
1852;;6396;28;4.5;36
1853;;7292;28;7.5;61
1854;;5709;29;3.6;30
1855;;6824;33;4.2;56
1856;;5190;27;5.4;36
1857;;5231;23;5.4;33
1858;;6814;23;5.4;49
1859;;5452;29;5.1;36
1860;;7265;34;6;45
1861;;6528;33;7.5;57
1862;;5921;22;3.3;43
1863;;7789;22;5.1;51
1864;;6483;26;6.3;57
1865;;5004;39;1.5;19
1866;;6077;32;6.9;57
1867;;6101;25;4.2;67
1868;;4990;31;5.4;48
1869;;6095;33;5.1;56
1870;;7426;25;6.6;45
1871;;7311;36;7.2;64
1872;;5688;22;5.7;67
1873;;5992;34;4.5;43
1874;;6068;26;4.5;56
1875;;7648;32;7.5;55
1876;;5080;30;4.2;41
1877;;5831;30;5.7;58
1878;;6324;27;5.4;50
1879;;6369;33;3.3;39
1880;;6754;32;5.4;56
1881;;6508;29;4.2;49
1882;;6592;29;6.9;66
1883;;5277;33;3;33
1884;;6256;22;5.1;63
1885;;7903;34;7.2;60
1886;;4934;31;7.2;45
1887;;5799;26;5.4;56
1888;;6168;25;5.1;41
1889;;6114;26;6.9;57
1890;;6219;29;3.3;46
1891;;5776;22;6.3;50
1892;;7133;28;5.7;56
1893;;7679;26;6.6;60
1894;;6923;38;5.7;52
1895;;6571;31;4.5;63
1896;;7987;26;4.5;67
1897;;5861;31;4.8;43
1898;;5030;33;5.4;35
1899;;5735;40;0.6;12
1900;;6537;31;6;53
1901;;7293;32;6.9;54
1902;;7296;30;6.3;60
1903;;6248;27;3;40
1904;;6792;36;6.6;69
1905;;5247;33;1.2;15
1906;;6963;22;3.9;39
1907;;6683;23;5.1;33
1908;;7028;33;4.8;45
1909;;7277;26;4.2;45
1910;;5631;22;4.5;63
1911;;4996;33;6.9;50
1912;;4930;27;7.2;56
1913;;7221;29;6.6;56
1914;;5914;34;6;52
